,국가별수출입 실적,국가명,수출건수,수출금액
3391,2020.11,세인트 키츠 네비스,                   3,                  42
3392,2020.12,세인트 키츠 네비스,                   3,                   4
3393,2021.01,세인트 키츠 네비스,                   4,"               3,354"
3394,2021.02,세인트 키츠 네비스,                   4,                   4
3395,2021.03,세인트 키츠 네비스,                   4,                 304
3396,2021.04,세인트 키츠 네비스,                   7,                 135
3397,2021.05,세인트 키츠 네비스,                   2,                  58
3398,2021.06,세인트 키츠 네비스,                   5,                  40
3399,2021.07,세인트 키츠 네비스,                   0,                   0
3400,2021.08,세인트 키츠 네비스,                   3,                   6
3401,2021.09,세인트 키츠 네비스,                   5,                 102
3402,2021.10,세인트 키츠 네비스,                   3,                   5
3403,2021.11,세인트 키츠 네비스,                   5,                  31
3404,2021.12,세인트 키츠 네비스,                   6,                  83
3405,2022.01,세인트 키츠 네비스,                   7,                  65
3406,2022.02,세인트 키츠 네비스,                   2,                   6
3407,2022.03,세인트 키츠 네비스,                   3,                  24
3408,2022.04,세인트 키츠 네비스,                   2,                  78
3409,2022.05,세인트 키츠 네비스,                   6,                 309
3410,2022.06,세인트 키츠 네비스,                   6,                 136
3411,2022.07,세인트 키츠 네비스,                   8,                 193
3412,2021.11,세인트 피레 미켈론,                   0,                   0
3413,2020.03,세인트 헬레나,                   0,                   0
3414,2020.04,세인트 헬레나,                   0,                   0
3415,2020.05,세인트 헬레나,                   0,                   0
3416,2020.06,세인트 헬레나,                   0,                   0
3417,2020.07,세인트 헬레나,                   0,                   0
3418,2020.08,세인트 헬레나,                   0,                   0
3419,2020.09,세인트 헬레나,                   0,                   0
3420,2020.10,세인트 헬레나,                   0,                   0
3421,2020.11,세인트 헬레나,                   0,                   0
3422,2020.12,세인트 헬레나,                   0,                   0
3423,2021.01,세인트 헬레나,                   0,                   0
3424,2021.04,세인트 헬레나,                   0,                   0
3425,2021.08,세인트 헬레나,                   0,                   0
3426,2021.09,세인트 헬레나,                   2,                   9
3427,2021.12,세인트 헬레나,                   0,                   0
3428,2022.01,세인트 헬레나,                   0,                   0
3429,2022.02,세인트 헬레나,                   0,                   0
3430,2022.03,세인트 헬레나,                   1,                   1
3431,2022.04,세인트 헬레나,                   1,                   2
3432,2022.05,세인트 헬레나,                   1,                   1
3433,2022.06,세인트 헬레나,                   0,                   0
3434,2020.08,세인트마틴(생마르탱),                   1,                   0
3435,2020.10,세인트마틴(생마르탱),                   1,                  45
3436,2020.12,세인트마틴(생마르탱),                   1,                   0
3437,2021.03,세인트마틴(생마르탱),                   1,                   0
3438,2021.04,세인트마틴(생마르탱),                   1,                   0
3439,2021.05,세인트마틴(생마르탱),                   1,                   1
3440,2021.06,세인트마틴(생마르탱),                   1,                   1
3441,2021.09,세인트마틴(생마르탱),                   1,                   0
3442,2021.10,세인트마틴(생마르탱),                   1,                  39
3443,2021.11,세인트마틴(생마르탱),                   1,                   1
3444,2021.12,세인트마틴(생마르탱),                   1,                   2
3445,2022.01,세인트마틴(생마르탱),                   2,                   4
3446,2022.03,세인트마틴(생마르탱),                   1,                   2
3447,2022.04,세인트마틴(생마르탱),                   2,                   1
3448,2022.05,세인트마틴(생마르탱),                   1,                   0
3449,2022.06,세인트마틴(생마르탱),                   3,                   5
3450,2022.07,세인트마틴(생마르탱),                   5,                  20
3451,2020.01,소말리아,                  18,                 962
3452,2020.02,소말리아,                  18,                 971
3453,2020.03,소말리아,                  31,"               1,648"
3454,2020.04,소말리아,                  21,"               6,458"
3455,2020.05,소말리아,                  22,"               1,282"
3456,2020.06,소말리아,                  15,                 489
3457,2020.07,소말리아,                  25,"               1,066"
3458,2020.08,소말리아,                  26,"               1,236"
3459,2020.09,소말리아,                  24,"               1,229"
